"numero","titre","chapitre","section","contenu"
"72","DISPOSMONS GENERALES","V : Des peines","Des peines correctionnelles","La déchéance civique comporte la perte de tout mandat public, l'incapacité de servir dans la fonction publique, d'exercer des droits civiques et politiques, de porter des décorations, d'obtenir un permis de port d'arme, un permis de chasse, d'être attributaire d'un marché public, d'être juré, expert, arbitre ou de prêter serment comme témoin, d'enseigner ou d'occuper un emploi éducatif dans un établissement public ou privé."
"73","DISPOSMONS GENERALES","V : Des peines","Des peines correctionnelles","Les peines correctionnelles sont: 1) l'emprisonnement; 2) l'amende; 3) la confiscation mobilière ; 4) l'interdiction des droits; 5) le travail d'intérêt général ; 6) le jour-amende. Paragraphe 1 : De l'emprisonnement"
"74","DISPOSMONS GENERALES","V : Des peines","Des peines correctionnelles","On entend par emprisonnement la détention d'un individu à l'intérieur d'un établissement pénitentiaire. L'emprisonnement est une peine correctionnelle d'un (01) jour à cinq (OS) ans. Un décret en conseil des ministres détermine les conditions de surveillance et d'emploi des ... condamnés, les modalités de correspondance et de visite de leurs familles, et le contrôle de la gestion de leurs biens. Paragraphe 2 : De l'amende"
"75","DISPOSMONS GENERALES","V : Des peines","Des peines correctionnelles","On entend par amende la pénalité pécuniaire consistant dans l'obligation de verser au trésor public une somme d'argent déterminée par la loi."
"76","DISPOSMONS GENERALES","V : Des peines","Des peines correctionnelles","Le montant de l'amende est fixé par la loi pour chaque infraction qu'elle définit et réprime. II est exprimé en monnaie nationale. Le paiement est effectué selon les modalités déterminées par le code de procédure pénale. A défaut de paiement de l'amende dans le délai imparti, la peine d'emprisonnement peut être substituée à l'amende à raison d'un jour d'emprisonnement pour vingt-cinq mille (25.000) francs CFA d'amende, sur ordre d'incarcération du ministère public. Le condamné peut obtenir son élargissement en acquittant le solde de l'amende non couvert par l'incarcération de substitution. Paragraphe 3 : De la confiscation mobilière"
"77","DISPOSMONS GENERALES","V : Des peines","Des peines correctionnelles","On entend par confiscation mobilière la saisie d'un ou de plusieurs meubles ou effets mobiliers appartenant au condamné, au profit du trésor public."
"78","DISPOSMONS GENERALES","V : Des peines","Des peines correctionnelles","Le juge peut substituer à l'amende ou à la peine d'emprisonnement d'une durée inférieure à trois (03) mois la confiscation d'un ou plusieurs meubles ou effets mobiliers appartenant au condamné au profit du trésor public. Paragraphe 4 : De l'interdiction des droits"
"79","DISPOSMONS GENERALES","V : Des peines","Des peines correctionnelles","L'interdiction des droits est une mesure judiciaire qui prive temporairement un condemné de la faculté d'exercer certains droits, certaines activités ou certaines fonctions."
"80","DISPOSMONS GENERALES","V : Des peines","Des peines correctionnelles","Le.juge peut à titre de peine complémentaire prononcer contre l'auteur du délit l'interdiction temporaire de l'exercice de certains de ses droits civils, civiques ou professionnels. Sauf dispositions particulières, cette interdiction ne peut excéder cinq (05) ans à compter du jour où la peine est devenue exécutoire."
"81","DISPOSMONS GENERALES","V : Des peines","Des peines correctionnelles","L'interdiction peut notamment porter sur le droit d'exercer une profession, une fonction élective publique, d'être administrateur ou gérant de société ou d'association, d'être tuteur, subrogé tuteur d'un incapable, d'obtenir ou d'utiliser un permis de chasse ou de pêche, un permis de port d'anne, de voter dans les scrutins politiques ou syndicaux, d'être entendu sous la foi du serment en justice ou devant un officier public. Paragraphe 5 : Du travail d'intérêt général"
"82","DISPOSMONS GENERALES","V : Des peines","Des peines correctionnelles","Le travail d'intérêt général est une peine correctionnelle astreignant le condamné à travailler, pendant une durée déterminée sans recevoir de rémunération, au profit soit d'une personne morale de droit public, soit d'une personne morale de droit privé chargée d'une mission de service public ou d'une association habilitées à mettre en œuvre des travaux d'intérêt général."
"83","DISPOSMONS GENERALES","V : Des peines","Des peines correctionnelles","La peine de travail d'intérêt général ne peut être prononcée que si le prévenu est présent et y consent, et lorsque le délit qu'il a commis est puni d'une peine d'emprisonnement. Sa durée est comprise entre soixante-quatre (64) et deux mille quatre cent-quatre -vingt-seize (2496) heures. Le juge, avant le prononcé du jugement, informe le prévenu de son droit de refuser l'accomplissement d'un travail d'intérêt général et reçoit sa réponse. Les modalités d'organisation et de mise en place du travail d'intérêt général sont définies par décret en conseil des ministres."
"84","DISPOSMONS GENERALES","V : Des peines","Des peines correctionnelles","Les peines restrictives de droits énumérées aux articles 79, 80 et 81 du présent code ne peuvent être prononcées cumulativement avec la peine de travail d'intérêt général. La peine de travail d'intérêt général ne peut être prononcée cumulativement avec l'amende. Paragraphe 6 : Du jour-amende"
"85","DISPOSMONS GENERALES","V : Des peines","Des peines correctionnelles","Le jour-amende est la peine correctionnelle qui astreint le condamné à verser au trésor public une somme dont le montant global résulte de la détermination par le juge d'une contribution quotidienne, pendant un certain nombre de jours, et qui peut être prononcée à la place de la peine d'emprisonnement ou cumulativement. Les modalités d'exécution du jour-amende sont définies par le code de procédure pénale. Section4: Des peines complémentaires communes aux peines criminelles et correctionnelles"
"86","DISPOSMONS GENERALES","V : Des peines","De la période de sûreté","Les peines complémentaires sont des peines qui peuvent s'ajouter à la peine principale lorsque la loi les a prévues et que le juge les prononce. L'interdiction de séjour, l'interdiction temporaire de l'exercice de certains droits civiques, civils ou professionnels, la fermeture d'établissement, la publicité de la condamnation et la confiscation spéciale du corps du délit, de ses produits ou des choses destinées à le commettre sont des peines complémentaires communes aux matières criminelle et correctionnelle. Dans tous les cas, la confiscation des armes, objets et instruments ayant servi à commettre un crime ou un délit, peut être prononcée par la juridiction saisie."
"87","DISPOSMONS GENERALES","V : Des peines","De la période de sûreté","Lorsque la juridiction saisie prononce une condamnation, non assortie du sursis, dont la durée est égale ou supérieure à dix (10) ans, le.condamné lie peut bénéficier pendant une période de sûreté des dispositions concernant la suspension ou le fractionnement de la peine, le placement à l'extérieur, les permissions de sortir, la semi-liberté et la libération conditionnelle."
"88","DISPOSMONS GENERALES","V : Des peines","De la période de sûreté","La durée de la période de sûreté est de la moitié de la peine. La juridiction saisie peut toutefois, par décision spéciale, porter cette durée jusqu'aux deux tiers (213)de la peine ou décider de la réduire."
"89","DISPOSMONS GENERALES","V : Des peines","De la période de sûreté","Lorsque la juridiction saisie prononce une condamnation d'une durée supérieure à cinq (05) ans, non assortie du sursis, elle peut fixer une période de sûreté pendant laquelle le condamné ne peut bénéficier d'aucune des modalités d'exécution de la peine mentionnée à l'article 95 du présent code."
"90","DISPOSMONS GENERALES","V : Des peines","Des peines de police","Les réductions de peines accordées pendant la période de sûreté ne sont imputées que sur la partie de la peine excédant cette durée."
"91","DISPOSMONS GENERALES","V : Des peines","Des peines de police","Les peines de police sont: 1) le travail d'intérêt général qui ne peut excéder quarante (40) heures ou cinq (05) jours à raison de huit (08) heures par jour ; 2) l'amende qui ne peut excéder cent cinquante mille (150.000) francs CFA."
"92","DISPOSMONS GENERALES","V : Des peines","De la reconnaissance préalable de culpabilité","A défaut de paiement de l'amende de police dans le délai de la mise en demeure, le travail d'intérêt général peut être substitué à l'amende à raison d'une journée de travail d'intérêt général pour dix mille (lO.OOO)francs CFA d'amende."
